model,year,transmission,mileage,engineSize,fuelType,price
 C Class,2016,Semi-Auto,14160,2.1,Diesel,17992
 C Class,2019,Automatic,962,4,Petrol,49280
 C Class,2019,Automatic,2695,2,Diesel,28810
 C Class,2019,Automatic,7311,2,Petrol,30000
 C Class,2015,Semi-Auto,9601,2,Petrol,17901
 C Class,2017,Semi-Auto,28735,2.1,Diesel,19971
 C Class,2018,Semi-Auto,10997,2.1,Diesel,26281
 C Class,2017,Semi-Auto,20392,2.1,Diesel,17791
 C Class,2016,Automatic,59208,2.1,Hybrid,16998
 C Class,2014,Semi-Auto,39442,2.1,Diesel,14498
 C Class,2016,Semi-Auto,35721,2.1,Diesel,16998
 C Class,2015,Automatic,7976,2,Petrol,16990
 C Class,2016,Semi-Auto,29643,2.1,Diesel,19798
 C Class,2016,Semi-Auto,21967,2,Petrol,16998
 C Class,2017,Semi-Auto,20000,2.1,Diesel,16750
 C Class,2015,Semi-Auto,32786,2.1,Diesel,12880
 C Class,2017,Semi-Auto,23257,2.1,Diesel,18660
 C Class,2016,Semi-Auto,59625,2.1,Diesel,17990
 C Class,2018,Automatic,12145,2.1,Diesel,25882
 C Class,2019,Automatic,5971,2,Diesel,29046
 C Class,2019,Semi-Auto,14895,2,Diesel,26256
 C Class,2017,Semi-Auto,5630,1.6,Diesel,20498
 C Class,2013,Semi-Auto,37964,1.6,Petrol,11298
 C Class,2017,Semi-Auto,14077,2.1,Diesel,16500
 C Class,2014,Semi-Auto,40000,2,Petrol,16990
 C Class,2017,Automatic,15104,2.1,Diesel,25232
 C Class,2018,Automatic,6061,2,Diesel,30022
 C Class,2016,Automatic,34327,2.1,Diesel,15952
 C Class,2015,Semi-Auto,49436,2.1,Diesel,15542
 C Class,2019,Semi-Auto,4604,3,Petrol,39995
 C Class,2019,Semi-Auto,10085,2,Diesel,25995
 C Class,2019,Semi-Auto,5745,2,Petrol,26995
 C Class,2016,Automatic,20005,2.1,Diesel,17950
 C Class,2017,Manual,25820,2,Petrol,15267
 C Class,2016,Automatic,16975,2,Hybrid,18247
 C Class,2016,Manual,21553,1.6,Diesel,15067
 C Class,2015,Automatic,43097,2,Petrol,13917
 C Class,2015,Automatic,26400,2,Petrol,15990
 C Class,2016,Automatic,17593,2.1,Diesel,18833
 C Class,2019,Automatic,8501,2,Diesel,28980
 C Class,2020,Semi-Auto,4501,1.6,Diesel,28220
 C Class,2017,Automatic,18495,2.1,Diesel,23572
 C Class,2017,Manual,52207,2,Petrol,14702
 C Class,2019,Semi-Auto,13742,2,Diesel,20495
 C Class,2016,Semi-Auto,30000,2.1,Hybrid,18495
 C Class,2017,Manual,31070,2,Petrol,15495
 C Class,2017,Automatic,22191,3,Petrol,30995
 C Class,2017,Automatic,20875,2.1,Diesel,25995
 C Class,2019,Semi-Auto,15280,1.5,Petrol,23995
 C Class,2019,Semi-Auto,631,2.1,Diesel,25495
 C Class,2019,Semi-Auto,3918,2,Diesel,26495
 C Class,2016,Semi-Auto,33000,2.1,Diesel,17995
 C Class,2017,Manual,7693,2,Petrol,20981
 C Class,2019,Automatic,6780,3,Petrol,33530
 C Class,2017,Semi-Auto,20150,2,Petrol,22532
 C Class,2019,Automatic,10415,2,Diesel,27036
 C Class,2019,Automatic,7831,2,Petrol,30236
 C Class,2018,Semi-Auto,8702,2,Petrol,25298
 C Class,2017,Automatic,6067,2.1,Diesel,25498
 C Class,2016,Semi-Auto,15804,2,Hybrid,21698
 C Class,2015,Semi-Auto,19830,2,Petrol,15790
 C Class,2017,Semi-Auto,10439,3,Petrol,33000
 C Class,2016,Semi-Auto,13795,1.6,Diesel,16998
 C Class,2017,Semi-Auto,27526,2.1,Diesel,20612
 C Class,2016,Semi-Auto,16206,2.1,Diesel,18211
 C Class,2019,Automatic,5654,4,Petrol,49780
 C Class,2016,Semi-Auto,22456,3,Petrol,26495
 C Class,2017,Semi-Auto,22486,2.1,Diesel,20680
 C Class,2017,Automatic,30612,2.1,Diesel,16299
 C Class,2019,Semi-Auto,10134,2,Diesel,27998
 C Class,2017,Semi-Auto,44118,2,Hybrid,18240
 C Class,2017,Semi-Auto,11163,2,Petrol,22792
 C Class,2019,Semi-Auto,7286,1.5,Petrol,24000
 C Class,2019,Semi-Auto,3402,1.5,Petrol,30980
 C Class,2017,Semi-Auto,20185,2,Petrol,18231
 C Class,2014,Semi-Auto,60000,2.1,Diesel,14601
 C Class,2019,Automatic,9985,2,Diesel,28887
 C Class,2018,Automatic,10137,2.1,Diesel,23247
 C Class,2017,Automatic,14161,2.1,Diesel,22720
 C Class,2017,Semi-Auto,20846,2,Petrol,18115
 C Class,2019,Semi-Auto,5866,1.6,Diesel,28429
 C Class,2020,Semi-Auto,16,2,Diesel,32480
 C Class,2019,Semi-Auto,3805,3,Petrol,41500
 C Class,2016,Semi-Auto,20169,2.1,Diesel,20480
 C Class,2016,Semi-Auto,22156,2.1,Diesel,21000
 C Class,2019,Semi-Auto,3830,3,Petrol,45980
 C Class,2019,Semi-Auto,4908,1.5,Petrol,20980
 C Class,2016,Semi-Auto,25000,2.1,Diesel,19750
 C Class,2020,Semi-Auto,5000,1.5,Petrol,39995
 C Class,2020,Semi-Auto,5000,1.5,Petrol,37995
 C Class,2020,Semi-Auto,250,4,Petrol,69995
 C Class,2020,Semi-Auto,5000,1.6,Diesel,31995
 C Class,2019,Semi-Auto,12357,3,Petrol,38995
 C Class,2019,Semi-Auto,1400,4,Petrol,59995
 C Class,2017,Manual,27832,1.6,Diesel,15280
 C Class,2017,Semi-Auto,24057,4,Petrol,35420
 C Class,2017,Semi-Auto,38609,2.1,Diesel,17980
 C Class,2016,Semi-Auto,60677,2.1,Diesel,16890
 C Class,2020,Semi-Auto,2151,2,Petrol,36990
 C Class,2016,Automatic,28612,2.1,Diesel,14750
 C Class,2016,Semi-Auto,21430,2,Petrol,20365
 C Class,2016,Automatic,16703,2.1,Diesel,21505
 C Class,2018,Semi-Auto,16052,2,Petrol,24791
 C Class,2015,Semi-Auto,23985,2.1,Diesel,16581
 C Class,2019,Automatic,6621,2,Diesel,27810
 C Class,2018,Automatic,7140,2,Diesel,28750
 C Class,2017,Automatic,4910,2,Petrol,26790
 C Class,2016,Semi-Auto,10581,1.6,Diesel,17981
 C Class,2019,Automatic,1646,2,Petrol,29890
 C Class,2019,Automatic,15000,1.6,Diesel,24980
 C Class,2015,Semi-Auto,12469,2.1,Diesel,19990
 C Class,2019,Semi-Auto,13624,1.5,Petrol,25980
 C Class,2019,Semi-Auto,2072,2,Petrol,24980
 C Class,2016,Automatic,19805,2.1,Diesel,20995
 C Class,2017,Automatic,21994,2.1,Diesel,21630
 C Class,2014,Semi-Auto,39547,2.1,Diesel,12262
 C Class,2020,Semi-Auto,3000,2,Diesel,29880
 C Class,2016,Semi-Auto,9600,2,Petrol,22790
 C Class,2016,Semi-Auto,24247,2.1,Diesel,16657
 C Class,2019,Automatic,10100,2,Diesel,27480
 C Class,2019,Semi-Auto,12794,2,Diesel,20980
 C Class,2016,Semi-Auto,36946,2.1,Diesel,18280
 C Class,2019,Semi-Auto,11487,2,Diesel,26480
 C Class,2018,Semi-Auto,16424,2.1,Diesel,21000
 C Class,2019,Semi-Auto,9731,2,Diesel,27980
 C Class,2019,Semi-Auto,13435,2,Diesel,28480
 C Class,2018,Semi-Auto,10859,2.1,Diesel,24480
 C Class,2019,Semi-Auto,4444,1.5,Petrol,24980
 C Class,2015,Automatic,8726,2.1,Diesel,17790
 C Class,2015,Semi-Auto,68647,2.1,Diesel,14690
 C Class,2018,Semi-Auto,7615,2.1,Diesel,22991
 C Class,2017,Semi-Auto,40993,2.1,Diesel,20150
 C Class,2019,Automatic,2300,2,Diesel,28290
 C Class,2017,Semi-Auto,24991,2.1,Diesel,20091
 C Class,2016,Semi-Auto,63507,2.1,Hybrid,17498
 C Class,2015,Manual,92589,2.1,Diesel,10998
 C Class,2016,Semi-Auto,41279,2.1,Diesel,15798
 C Class,2017,Semi-Auto,25656,1.6,Diesel,16495
 C Class,2019,Automatic,7969,3,Petrol,41070
 C Class,2016,Semi-Auto,19682,2.1,Diesel,17822
 C Class,2019,Automatic,3318,2,Hybrid,43990
 C Class,2019,Automatic,6249,3,Petrol,38610
 C Class,2019,Automatic,3196,1.6,Diesel,34990
 C Class,2017,Semi-Auto,35214,2.1,Diesel,20022
 C Class,2017,Automatic,14364,2,Petrol,17313
 C Class,2017,Automatic,8884,2.1,Diesel,24352
 C Class,2017,Semi-Auto,26508,2,Petrol,18372
 C Class,2015,Semi-Auto,25230,2.1,Diesel,16592
 C Class,2019,Automatic,15179,1.5,Petrol,22156
 C Class,2017,Semi-Auto,27107,2.1,Diesel,17282
 C Class,2019,Semi-Auto,9785,2,Diesel,31716
 C Class,2017,Semi-Auto,21750,2.1,Diesel,22852
 C Class,2015,Semi-Auto,36120,2.1,Diesel,15212
 C Class,2016,Semi-Auto,25803,2.1,Diesel,20092
 C Class,2017,Automatic,18495,2.1,Diesel,23572
 C Class,2019,Automatic,6765,2,Diesel,28896
 C Class,2019,Automatic,5465,2,Petrol,30516
 C Class,2019,Automatic,9150,2,Diesel,23206
 C Class,2019,Automatic,6522,2,Petrol,27826
 C Class,2016,Automatic,15129,2,Petrol,25532
 C Class,2018,Semi-Auto,11451,2.1,Diesel,25812
 C Class,2018,Semi-Auto,10339,2.1,Diesel,22480
 C Class,2015,Manual,79881,2.1,Diesel,10397
 C Class,2017,Automatic,21524,3,Petrol,33202
 C Class,2018,Semi-Auto,8984,1.5,Petrol,27622
 C Class,2015,Manual,44121,2.1,Diesel,12672
 C Class,2015,Manual,17426,2,Petrol,13898
 C Class,2017,Semi-Auto,42100,2,Hybrid,18498
 C Class,2019,Semi-Auto,12999,2,Diesel,24998
 C Class,2016,Automatic,39924,1.6,Diesel,16009
 C Class,2017,Manual,21300,2,Petrol,13980
 C Class,2017,Manual,45034,2.1,Diesel,14980
 C Class,2017,Semi-Auto,42437,2,Hybrid,18830
 C Class,2017,Semi-Auto,30796,2,Hybrid,19250
 C Class,2014,Semi-Auto,56219,2.1,Diesel,13251
 C Class,2015,Automatic,88218,2.1,Hybrid,13390
 C Class,2017,Semi-Auto,33538,2,Petrol,17230
 C Class,2019,Semi-Auto,15160,1.5,Petrol,28480
 C Class,2019,Semi-Auto,10844,2,Petrol,29480
 C Class,2019,Semi-Auto,3864,3,Petrol,42000
 C Class,2019,Automatic,7721,3,Petrol,50981
 C Class,2015,Semi-Auto,22958,1.6,Diesel,17712
 C Class,2019,Semi-Auto,4651,3,Petrol,39290
 C Class,2017,Automatic,13258,2,Petrol,27462
 C Class,2020,Semi-Auto,4065,2,Diesel,39981
 C Class,2017,Semi-Auto,28174,4,Petrol,34981
 C Class,2018,Semi-Auto,45734,2.1,Diesel,19902
 C Class,2019,Semi-Auto,4511,2,Diesel,31040
 C Class,2019,Semi-Auto,14061,1.5,Petrol,20482
 C Class,2019,Semi-Auto,10096,1.5,Petrol,26056
 C Class,2015,Manual,83047,1.6,Diesel,10610
 C Class,2017,Semi-Auto,40623,1.6,Diesel,14965
 C Class,2016,Semi-Auto,26900,2.1,Diesel,19490
 C Class,2016,Automatic,59023,1.6,Diesel,14700
 C Class,2016,Manual,52684,1.6,Diesel,13200
 C Class,2014,Semi-Auto,78845,2.1,Diesel,13100
 C Class,2013,Semi-Auto,42477,1.6,Petrol,10404
 C Class,2017,Semi-Auto,15754,2.1,Diesel,24998
 C Class,2019,Semi-Auto,9179,2,Diesel,23991
 C Class,2017,Semi-Auto,55381,2.1,Diesel,23981
 C Class,2016,Semi-Auto,35000,1.6,Diesel,14981
 C Class,2014,Semi-Auto,49552,2.1,Diesel,15981
 C Class,2018,Semi-Auto,17933,2.1,Diesel,25302
 C Class,2017,Semi-Auto,22056,3,Petrol,34981
 C Class,2017,Semi-Auto,43678,2.1,Diesel,16481
 C Class,2019,Automatic,6234,4,Petrol,59830
 C Class,2016,Semi-Auto,29607,1.6,Diesel,17902
 C Class,2019,Automatic,7325,2,Petrol,29592
 C Class,2017,Automatic,19858,1.6,Diesel,18970
 C Class,2016,Semi-Auto,7576,2.1,Diesel,21870
 C Class,2015,Semi-Auto,18025,2.1,Diesel,16260
 C Class,2015,Manual,35223,2.1,Diesel,15480
 C Class,2019,Semi-Auto,11589,1.5,Petrol,24980
 C Class,2019,Semi-Auto,6349,1.5,Petrol,29000
 C Class,2019,Semi-Auto,5164,1.5,Petrol,23980
 C Class,2019,Semi-Auto,14284,2,Diesel,25980
 C Class,2019,Semi-Auto,15070,2,Diesel,25980
 C Class,2019,Semi-Auto,6936,2,Petrol,29500
 C Class,2017,Semi-Auto,33105,2.1,Diesel,18480
 C Class,2018,Semi-Auto,12173,2,Diesel,27980
 C Class,2019,Semi-Auto,4238,1.5,Petrol,24980
 C Class,2019,Semi-Auto,8709,2,Diesel,29980
 C Class,2016,Semi-Auto,28632,2.1,Diesel,19000
 C Class,2020,Semi-Auto,16388,2,Diesel,28490
 C Class,2017,Semi-Auto,45624,2.1,Diesel,16791
 C Class,2016,Automatic,34794,2.1,Diesel,17148
 C Class,2016,Semi-Auto,33532,2.1,Diesel,17491
 C Class,2019,Automatic,8900,2,Diesel,28480
 C Class,2019,Automatic,5904,2,Diesel,28990
 C Class,2019,Semi-Auto,20016,3,Petrol,35740
 C Class,2019,Automatic,555,2,Diesel,28351
 C Class,2018,Automatic,8928,1.5,Petrol,28652
 C Class,2017,Semi-Auto,20249,2.1,Diesel,21991
 C Class,2017,Automatic,26000,4,Petrol,49991
 C Class,2020,Semi-Auto,4000,2,Diesel,33111
 C Class,2019,Automatic,14413,2,Diesel,34070
 C Class,2018,Automatic,8890,2,Diesel,23022
 C Class,2019,Automatic,8011,3,Petrol,53991
 C Class,2017,Automatic,20742,2.1,Hybrid,20836
 C Class,2019,Automatic,3995,1.6,Diesel,26530
 C Class,2019,Automatic,6516,1.6,Diesel,25830
 C Class,2016,Manual,43650,2.1,Diesel,18340
 C Class,2017,Semi-Auto,34611,2.1,Diesel,20340
 C Class,2017,Semi-Auto,38515,2.1,Diesel,19980
 C Class,2019,Automatic,4001,2,Diesel,26550
 C Class,2018,Semi-Auto,7011,1.6,Diesel,21430
 C Class,2018,Semi-Auto,20496,2.1,Diesel,24810
 C Class,2020,Semi-Auto,1501,1.6,Diesel,28590
 C Class,2015,Semi-Auto,37020,1.6,Diesel,13500
 C Class,2015,Automatic,17222,2,Petrol,17000
 C Class,2014,Automatic,20281,2.1,Diesel,16964
 C Class,2018,Automatic,20039,2.1,Diesel,22680
 C Class,2017,Semi-Auto,40400,2,Hybrid,18995
 C Class,2017,Semi-Auto,24844,1.6,Diesel,16995
 C Class,2017,Manual,32783,2,Petrol,13610
 C Class,2016,Manual,19019,1.6,Diesel,16000
 C Class,2020,Semi-Auto,9,2,Diesel,31480
 C Class,2017,Semi-Auto,19566,2.1,Diesel,21000
 C Class,2019,Semi-Auto,3986,2,Diesel,31980
 C Class,2019,Semi-Auto,3144,2,Diesel,31000
 C Class,2017,Semi-Auto,11906,2.1,Diesel,17480
 C Class,2019,Semi-Auto,16,1.5,Petrol,31980
 C Class,2019,Semi-Auto,4887,3,Petrol,44980
 C Class,2019,Semi-Auto,3229,2,Diesel,31480
 C Class,2019,Semi-Auto,6646,2,Diesel,30480
 C Class,2019,Semi-Auto,3566,2,Diesel,35980
 C Class,2019,Semi-Auto,16,1.6,Diesel,29980
 C Class,2020,Semi-Auto,16,2,Diesel,32980
 C Class,2019,Semi-Auto,3999,3,Petrol,38500
 C Class,2017,Semi-Auto,31822,2,Hybrid,19480
 C Class,2019,Automatic,9625,4,Petrol,66990
 C Class,2017,Automatic,30525,2,Petrol,25172
 C Class,2019,Automatic,3074,1.5,Petrol,28466
 C Class,2019,Automatic,5524,1.5,Petrol,30572
 C Class,2019,Automatic,7859,2,Petrol,29782
 C Class,2019,Automatic,6655,2,Petrol,27066
 C Class,2019,Automatic,14163,2,Diesel,20676
 C Class,2019,Semi-Auto,15253,2,Diesel,24306
 C Class,2015,Semi-Auto,27852,2.1,Diesel,17682
 C Class,2018,Semi-Auto,7809,2,Diesel,29532
 C Class,2017,Semi-Auto,12283,2.1,Diesel,20480
 C Class,2019,Semi-Auto,3695,2,Diesel,28980
 C Class,2019,Semi-Auto,14269,1.5,Petrol,19980
 C Class,2017,Semi-Auto,32259,2.1,Diesel,17980
 C Class,2019,Semi-Auto,4665,2,Petrol,28480
 C Class,2017,Automatic,14843,2.1,Diesel,24880
 C Class,2020,Semi-Auto,9,2,Diesel,35980
 C Class,2020,Semi-Auto,16,2,Diesel,32480
 C Class,2020,Manual,16,1.6,Petrol,22980
 C Class,2020,Semi-Auto,16,2,Diesel,31980
 C Class,2020,Semi-Auto,16,2,Diesel,31980
 C Class,2019,Semi-Auto,16,2,Diesel,31480
 C Class,2019,Semi-Auto,16,1.5,Petrol,29980
 C Class,2019,Semi-Auto,9,2,Diesel,35980
 C Class,2019,Semi-Auto,9,2,Diesel,31980
 C Class,2019,Semi-Auto,5428,2,Diesel,29980
 C Class,2020,Semi-Auto,16,2,Diesel,33980
 C Class,2020,Semi-Auto,9,1.5,Petrol,29980
 C Class,2017,Semi-Auto,16624,2.1,Diesel,19980
 C Class,2019,Semi-Auto,9,2,Diesel,33980
 C Class,2019,Semi-Auto,9,2,Diesel,31980
 C Class,2019,Semi-Auto,5866,1.5,Petrol,27500
 C Class,2019,Semi-Auto,9180,2,Diesel,26000
 C Class,2019,Semi-Auto,16,2,Diesel,31980
 C Class,2019,Semi-Auto,4288,1.6,Diesel,30980
 C Class,2019,Semi-Auto,1844,2,Diesel,35980
 C Class,2019,Semi-Auto,16,1.5,Petrol,32980
 C Class,2019,Automatic,9,2,Diesel,36980
 C Class,2019,Semi-Auto,14694,1.5,Petrol,20980
 C Class,2019,Semi-Auto,13137,1.5,Petrol,20980
 C Class,2017,Manual,34692,2.1,Diesel,15980
 C Class,2018,Semi-Auto,13199,2,Diesel,27980
 C Class,2019,Semi-Auto,4616,2,Diesel,29980
 C Class,2019,Semi-Auto,9227,2,Diesel,29980
 C Class,2017,Semi-Auto,42294,2.1,Diesel,17280
 C Class,2019,Semi-Auto,14742,2,Diesel,27980
 C Class,2018,Semi-Auto,9830,1.5,Petrol,25480
 C Class,2019,Semi-Auto,10368,2,Diesel,27000
 C Class,2019,Semi-Auto,11412,2,Diesel,20980
 C Class,2019,Semi-Auto,15057,2.1,Diesel,19980
 C Class,2018,Semi-Auto,8228,2,Diesel,29480
 C Class,2017,Semi-Auto,11018,4,Petrol,45480
 C Class,2019,Semi-Auto,6784,1.5,Petrol,24980
 C Class,2019,Semi-Auto,5453,1.5,Petrol,24980
 C Class,2019,Semi-Auto,3341,1.5,Petrol,26500
 C Class,2019,Semi-Auto,5207,1.5,Petrol,24000
 C Class,2019,Semi-Auto,10939,1.5,Petrol,29500
 C Class,2019,Semi-Auto,7255,2,Diesel,32980
 C Class,2017,Automatic,15902,2.1,Diesel,23980
 C Class,2019,Semi-Auto,16543,2,Petrol,28980
 C Class,2019,Semi-Auto,13891,1.5,Petrol,19980
 C Class,2019,Semi-Auto,14307,1.5,Petrol,19980
 C Class,2019,Semi-Auto,9782,2,Diesel,29980
 C Class,2019,Semi-Auto,6584,1.5,Petrol,26980
 C Class,2019,Semi-Auto,13314,2,Diesel,24480
 C Class,2019,Semi-Auto,11412,1.5,Petrol,25980
 C Class,2019,Semi-Auto,5046,1.5,Petrol,26000
 C Class,2019,Semi-Auto,14663,1.5,Petrol,23780
 C Class,2019,Semi-Auto,13169,1.5,Petrol,25000
 C Class,2019,Semi-Auto,3254,2,Diesel,30980
 C Class,2019,Semi-Auto,6073,2,Diesel,29980
 C Class,2019,Semi-Auto,9454,2,Diesel,29980
 C Class,2020,Semi-Auto,3999,4,Petrol,65980
 C Class,2019,Semi-Auto,10696,1.5,Petrol,28980
 C Class,2019,Semi-Auto,3456,4,Petrol,67980
 C Class,2019,Semi-Auto,9,1.5,Petrol,31980
 C Class,2019,Semi-Auto,16,2,Diesel,30980
 C Class,2020,Semi-Auto,3999,2,Diesel,30980
 C Class,2019,Semi-Auto,11064,2,Diesel,29480
 C Class,2015,Semi-Auto,41349,2.1,Diesel,16480
 C Class,2019,Semi-Auto,8999,1.5,Petrol,25980
 C Class,2014,Semi-Auto,33896,2.1,Diesel,15894
 C Class,2015,Automatic,37200,2.1,Diesel,15495
 C Class,2019,Semi-Auto,26075,1.5,Petrol,28780
 C Class,2016,Semi-Auto,25996,2.1,Diesel,18480
 C Class,2019,Semi-Auto,13214,1.5,Petrol,25980
 C Class,2019,Semi-Auto,7721,1.5,Petrol,26980
 C Class,2019,Semi-Auto,13012,1.5,Petrol,25980
 C Class,2018,Semi-Auto,8024,2.1,Diesel,21980
 C Class,2019,Semi-Auto,7524,2,Diesel,31480
 C Class,2018,Semi-Auto,7470,2,Diesel,22680
 C Class,2020,Semi-Auto,16,2,Diesel,33980
 C Class,2019,Semi-Auto,4504,3,Petrol,45980
 C Class,2019,Semi-Auto,2010,3,Petrol,45980
 C Class,2019,Semi-Auto,15933,1.5,Petrol,20980
 C Class,2019,Semi-Auto,13539,2,Diesel,24780
 C Class,2019,Semi-Auto,10340,2,Diesel,26780
 C Class,2019,Semi-Auto,14620,1.5,Petrol,20480
 C Class,2019,Semi-Auto,12016,1.5,Petrol,25480
 C Class,2015,Manual,43927,2.1,Diesel,14000
 C Class,2019,Semi-Auto,12285,1.5,Petrol,25980
 C Class,2019,Semi-Auto,14208,1.5,Petrol,20980
 C Class,2019,Semi-Auto,2617,3,Petrol,45980
 C Class,2020,Semi-Auto,3999,3,Petrol,38980
 C Class,2019,Semi-Auto,8072,2,Diesel,26980
 C Class,2019,Semi-Auto,6459,1.5,Petrol,20480
 C Class,2019,Semi-Auto,7460,2,Diesel,27980
 C Class,2019,Semi-Auto,7494,2,Diesel,29480
 C Class,2019,Semi-Auto,3999,1.6,Diesel,29480
 C Class,2019,Semi-Auto,3689,1.6,Diesel,27000
 C Class,2020,Semi-Auto,9,2,Diesel,32980
 C Class,2019,Semi-Auto,16,2,Diesel,36980
 C Class,2019,Semi-Auto,16,2,Diesel,36980
 C Class,2016,Semi-Auto,31246,2.1,Diesel,20780
 C Class,2019,Semi-Auto,4957,2,Diesel,30980
 C Class,2016,Semi-Auto,14996,2.1,Diesel,18480
 C Class,2016,Manual,36069,2.1,Diesel,15480
 C Class,2017,Automatic,19500,2.1,Diesel,24995
 C Class,2017,Semi-Auto,14120,2.1,Diesel,23995
 C Class,2017,Automatic,12028,2.1,Diesel,22495
 C Class,2016,Semi-Auto,17410,2.1,Diesel,20500
 C Class,2015,Semi-Auto,30380,2.1,Diesel,14440
 C Class,2019,Semi-Auto,11395,1.5,Petrol,25980
 C Class,2019,Semi-Auto,5937,1.5,Petrol,29000
 C Class,2019,Semi-Auto,11253,2,Diesel,28480
 C Class,2018,Semi-Auto,10514,1.5,Petrol,22500
 C Class,2018,Semi-Auto,12234,2,Diesel,27500
 C Class,2019,Semi-Auto,13645,2,Diesel,20980
 C Class,2019,Semi-Auto,6539,1.5,Petrol,24980
 C Class,2019,Semi-Auto,6206,1.5,Petrol,25980
 C Class,2019,Semi-Auto,2584,2,Petrol,28480
 C Class,2016,Semi-Auto,6043,1.6,Diesel,17998
 C Class,2016,Semi-Auto,13115,2,Hybrid,19698
 C Class,2016,Automatic,26372,2,Hybrid,18998
 C Class,2017,Semi-Auto,23771,2.1,Diesel,18998
 C Class,2016,Manual,83786,1.6,Diesel,10998
 C Class,2017,Semi-Auto,48404,2,Hybrid,18498
 C Class,2016,Semi-Auto,86965,2,Hybrid,13698
 C Class,2017,Manual,59038,2.1,Diesel,14698
 C Class,2016,Manual,32174,2.1,Diesel,13498
 C Class,2019,Semi-Auto,4363,1.5,Petrol,24980
 C Class,2019,Semi-Auto,9109,2,Diesel,29980
 C Class,2020,Semi-Auto,16,2,Diesel,30480
 C Class,2020,Semi-Auto,16,2,Diesel,30480
 C Class,2019,Semi-Auto,249,2,Diesel,30480
 C Class,2019,Semi-Auto,13,2,Diesel,31000
 C Class,2014,Semi-Auto,61616,2.1,Diesel,11133
 C Class,2017,Semi-Auto,37730,2.1,Diesel,18990
 C Class,2017,Semi-Auto,19750,2.1,Diesel,20995
 C Class,2017,Semi-Auto,24347,4,Petrol,46995
 C Class,2019,Semi-Auto,4500,2,Diesel,32995
 C Class,2017,Semi-Auto,17442,2.1,Diesel,21495
 C Class,2015,Semi-Auto,33425,2.1,Diesel,17495
 C Class,2019,Semi-Auto,700,4,Petrol,67495
 C Class,2017,Semi-Auto,40202,2.1,Diesel,17850
 C Class,2016,Automatic,35620,2,Petrol,19170
 C Class,2013,Semi-Auto,43442,6.2,Petrol,23000
 C Class,2015,Semi-Auto,44458,2.1,Diesel,14850
 C Class,2019,Semi-Auto,14006,1.5,Petrol,18998
 C Class,2017,Semi-Auto,46889,2,Hybrid,19498
 C Class,2016,Manual,21443,1.6,Diesel,14057
 C Class,2017,Automatic,4495,2,Petrol,27995
 C Class,2017,Automatic,14776,2,Petrol,24750
 C Class,2015,Automatic,79950,2.1,Hybrid,13260
 C Class,2018,Semi-Auto,19650,2,Petrol,20990
 C Class,2018,Automatic,30460,2.1,Diesel,18450
 C Class,2015,Automatic,20720,2.1,Diesel,17250
 C Class,2015,Automatic,14750,2.1,Diesel,18610
 C Class,2016,Semi-Auto,25250,2,Hybrid,18790
 C Class,2017,Semi-Auto,27420,1.6,Diesel,17300
 C Class,2015,Semi-Auto,29817,2.1,Diesel,18498
 C Class,2015,Semi-Auto,59925,2,Hybrid,15298
 C Class,2016,Automatic,27036,2,Hybrid,17400
 C Class,2015,Semi-Auto,39195,2.1,Hybrid,15999
 C Class,2019,Semi-Auto,5196,2,Diesel,28995
 C Class,2020,Semi-Auto,4999,3,Petrol,41999
 C Class,2019,Automatic,499,1.5,Petrol,36999
 C Class,2019,Automatic,4999,1.6,Petrol,30500
 C Class,2018,Semi-Auto,13800,2.1,Diesel,21160
 C Class,2019,Semi-Auto,4680,1.5,Petrol,26789
 C Class,2014,Automatic,10,2.1,Diesel,20495
 C Class,2016,Semi-Auto,33977,3,Petrol,29995
 C Class,2017,Semi-Auto,30807,2.1,Diesel,16495
 C Class,2017,Semi-Auto,30256,2.1,Diesel,16995
 C Class,2019,Semi-Auto,9293,3,Petrol,39995
 C Class,2020,Semi-Auto,250,2,Petrol,44995
 C Class,2017,Automatic,33867,2.1,Diesel,23995
 C Class,2015,Manual,18766,2,Petrol,12999
 C Class,2014,Semi-Auto,43793,2,Petrol,13390
 C Class,2017,Semi-Auto,8552,2,Petrol,18299
 C Class,2014,Semi-Auto,71892,2.1,Diesel,11000
 C Class,2015,Automatic,27080,2.1,Diesel,16617
 C Class,2018,Semi-Auto,22318,2.1,Diesel,22201
 C Class,2016,Automatic,25448,2,Petrol,16999
 C Class,2018,Semi-Auto,17000,2.1,Diesel,23299
 C Class,2019,Automatic,2206,2,Diesel,31499
 C Class,2019,Automatic,4951,2,Diesel,29950
 C Class,2019,Automatic,999,1.5,Petrol,31799
 C Class,2014,Automatic,40997,2.1,Diesel,15990
 C Class,2018,Automatic,24863,2,Petrol,18999
 C Class,2018,Semi-Auto,14389,2.1,Diesel,22595
 C Class,2014,Semi-Auto,79216,2.1,Diesel,10290
 C Class,2015,Semi-Auto,58724,2.1,Diesel,10700
 C Class,2018,Semi-Auto,8194,2,Diesel,23890
 C Class,2017,Automatic,20179,2.1,Diesel,18481
 C Class,2013,Semi-Auto,91046,2.1,Diesel,8751
 C Class,2015,Manual,42918,2,Petrol,11500
 C Class,2017,Automatic,32688,2,Petrol,23999
 C Class,2019,Semi-Auto,6155,2,Diesel,26999
 C Class,2015,Manual,42785,2.1,Diesel,14999
